X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-7.692596,53.288234,2020/10/01 00:00:00+00,442,36597,4,1806,2020/09/29 00:00:00+00,36130,3669,486,9309,4138,31,21,97,222,299,500,544,16250,19877,3,531,1164,4330,6352,6116,6029,4198,34,0,0,0,214,663,793,498,2349,2551,2494
-7.692596,53.288234,2020/10/02 00:00:00+00,470,37063,1,1801,2020/09/30 00:00:00+00,36569,3685,487,9346,4237,31,22,98,222,300,503,544,16473,20093,3,539,1186,4426,6440,6196,6085,4250,35,0,0,0,215,666,799,499,2370,2563,2498
-7.692596,53.288234,2020/10/03 00:00:00+00,613,37668,10,1810,2020/10/01 00:00:00+00,37027,3696,488,9387,4330,31,22,100,222,301,505,545,16693,20331,3,551,1220,4536,6516,6275,6160,4290,34,0,0,0,216,667,802,500,2391,2570,2502
-7.692596,53.288234,2020/10/04 00:00:00+00,364,38032,0,1810,2020/10/02 00:00:00+00,37631,3709,488,9416,4423,32,22,100,224,302,506,549,17005,20623,3,570,1261,4687,6617,6374,6237,4357,33,0,0,0,217,669,803,501,2418,2579,2515
-7.692596,53.288234,2020/10/05 00:00:00+00,518,38549,0,1810,2020/10/03 00:00:00+00,37992,3721,489,9440,4443,33,22,101,227,304,506,550,17199,20790,3,581,1280,4782,6704,6429,6277,4391,31,0,0,0,218,672,804,501,2430,2585,2517
-7.692596,53.288234,2020/10/06 00:00:00+00,432,38973,1,1811,2020/10/04 00:00:00+00,38508,3732,491,9486,4457,33,23,101,227,307,507,552,17450,21055,3,596,1322,4911,6784,6517,6352,4433,34,0,0,0,219,673,807,501,2455,2601,2521
-7.692596,53.288234,2020/10/07 00:00:00+00,611,39584,5,1816,2020/10/05 00:00:00+00,38934,3762,496,9539,4554,33,23,102,229,308,509,565,17664,21267,3,605,1351,5026,6841,6571,6415,4492,35,0,0,0,220,676,813,503,2469,2616,2532
-7.692596,53.288234,2020/10/08 00:00:00+00,506,40086,1,1817,2020/10/06 00:00:00+00,39535,3791,499,9587,4651,34,23,105,230,309,512,572,17962,21570,3,623,1390,5174,6932,6629,6486,4568,36,0,0,0,221,679,818,508,2505,2647,2565
-7.692596,53.288234,2020/10/09 00:00:00+00,617,40703,5,1821,2020/10/07 00:00:00+00,40038,3817,503,9636,4795,34,24,105,231,310,513,578,18204,21831,3,635,1415,5323,7010,6690,6556,4616,33,0,0,0,222,682,825,514,2541,2662,2574
-7.692596,53.288234,2020/10/10 00:00:00+00,1012,41714,3,1824,2020/10/08 00:00:00+00,40651,3840,505,9683,4904,35,24,106,232,315,517,580,18512,22136,3,651,1462,5511,7118,6782,6632,4665,29,0,0,0,223,684,831,515,2560,2676,2578
-7.692596,53.288234,2020/10/11 00:00:00+00,817,42531,2,1826,2020/10/09 00:00:00+00,41650,3871,509,9749,4947,37,25,107,238,315,523,583,19019,22628,3,682,1525,5804,7320,6905,6772,4751,30,0,0,0,224,690,832,520,2600,2688,2586
-7.692596,53.288234,2020/10/12 00:00:00+00,825,43351,1,1827,2020/10/10 00:00:00+00,42448,3905,510,9787,4957,38,25,110,242,316,524,585,19445,23000,3,702,1586,6015,7462,7026,6864,4828,32,0,0,0,225,697,838,528,2639,2709,2599
-7.692596,53.288234,2020/10/13 00:00:00+00,811,44159,3,1830,2020/10/11 00:00:00+00,43264,3927,512,9837,4955,38,25,113,244,318,528,587,19876,23385,3,725,1641,6234,7629,7125,6978,4901,30,0,0,0,226,700,841,531,2675,2729,2609
-7.692596,53.288234,2020/10/14 00:00:00+00,1095,45243,5,1835,2020/10/12 00:00:00+00,44070,3951,513,9894,5022,38,25,116,248,320,530,591,20289,23778,3,745,1698,6479,7773,7222,7071,4979,29,0,0,0,227,702,846,533,2713,2752,2620
-7.692596,53.288234,2020/10/15 00:00:00+00,1205,46429,3,1838,2020/10/13 00:00:00+00,45142,3999,516,9970,5173,41,25,118,251,323,534,600,20813,24325,4,770,1767,6795,7962,7369,7201,5081,31,0,0,0,228,710,859,536,2766,2781,2631
-7.692596,53.288234,2020/10/16 00:00:00+00,1000,47427,3,1841,2020/10/14 00:00:00+00,46348,4030,523,10047,5265,41,26,119,252,324,541,606,21429,24915,4,806,1858,7131,8172,7547,7362,5192,32,0,0,0,229,713,866,540,2819,2801,2641
-7.692596,53.288234,2020/10/17 00:00:00+00,1276,48678,8,1849,2020/10/15 00:00:00+00,47342,4052,525,10107,5423,41,27,122,258,326,542,608,21904,25434,4,846,1949,7395,8328,7704,7488,5292,31,0,0,0,230,714,869,543,2860,2814,2647
-7.692596,53.288234,2020/10/18 00:00:00+00,1283,49962,3,1852,2020/10/16 00:00:00+00,48609,4084,527,10165,5568,41,29,126,258,330,543,615,22543,26062,4,877,2042,7758,8532,7885,7665,5425,31,0,0,0,231,719,872,549,2911,2835,2660
-7.692596,53.288234,2020/10/19 00:00:00+00,1031,50993,0,1852,2020/10/17 00:00:00+00,49854,4113,529,10204,5590,41,29,126,261,332,547,621,23151,26699,4,922,2171,8053,8740,8057,7822,5550,31,0,0,0,232,726,876,552,2972,2865,2682
-7.692596,53.288234,2020/10/20 00:00:00+00,1269,52256,13,1865,2020/10/18 00:00:00+00,50854,4130,532,10230,5617,41,29,126,264,333,549,623,23650,27200,4,960,2281,8315,8895,8193,7947,5653,30,0,0,0,233,729,878,556,3013,2885,2691
-7.692596,53.288234,2020/10/21 00:00:00+00,1167,53422,3,1868,2020/10/19 00:00:00+00,52103,4176,539,10278,5765,42,31,126,266,334,555,635,24256,27843,4,1008,2391,8631,9054,8348,8118,5822,34,0,0,0,234,734,890,561,3076,2923,2711
-7.692596,53.288234,2020/10/22 00:00:00+00,1066,53410,3,1871,2020/10/20 00:00:00+00,53258,4235,545,10360,5900,42,32,128,270,335,560,650,24790,28464,4,1051,2495,8910,9229,8496,8278,5934,33,0,0,0,235,747,899,570,3132,2960,2751
-7.692596,53.288234,2020/10/23 00:00:00+00,777,55261,7,1878,2020/10/21 00:00:00+00,54318,4270,546,10410,6000,42,32,130,273,339,564,656,25323,28991,4,1106,2602,9138,9403,8642,8411,6027,32,0,0,0,236,752,905,575,3197,2991,2779
-7.692596,53.288234,2020/10/24 00:00:00+00,859,56108,4,1883,2020/10/22 00:00:00+00,55073,4291,547,10443,6143,42,32,130,274,340,566,657,25748,29321,4,1136,2676,9314,9510,8758,8516,6116,33,0,0,0,237,758,912,578,3226,3014,2785
-7.692596,53.288234,2020/10/25 00:00:00+00,1025,57128,0,1882,2020/10/23 00:00:00+00,55911,4338,551,10490,6249,42,32,131,275,344,568,663,26152,29755,4,1156,2765,9503,9637,8861,8635,6214,34,0,0,0,238,773,928,580,3291,3036,2791
-7.692596,53.288234,2020/10/26 00:00:00+00,939,58067,3,1885,2020/10/24 00:00:00+00,56924,4358,553,10531,6257,42,32,134,276,345,569,667,26656,30264,4,1210,2888,9744,9785,9011,8755,6321,31,0,0,0,239,775,932,584,3330,3057,2801
-7.692596,53.288234,2020/10/27 00:00:00+00,720,58767,5,1890,2020/10/25 00:00:00+00,57854,4387,558,10562,6254,42,34,134,277,346,572,668,27099,30751,4,1243,3006,9950,9920,9130,8880,6412,32,0,0,0,240,786,939,587,3382,3092,2817
-7.692596,53.288234,2020/10/28 00:00:00+00,675,59434,6,1896,2020/10/26 00:00:00+00,58563,4398,559,10592,6291,42,34,135,277,347,573,669,27444,31114,5,1273,3074,10106,10028,9227,8993,6487,33,0,0,0,241,789,941,589,3418,3110,2825
-7.692596,53.288234,2020/10/29 00:00:00+00,866,60297,6,1902,2020/10/27 00:00:00+00,59226,4435,562,10626,6372,44,34,137,280,352,579,673,27748,31473,5,1310,3143,10241,10124,9324,9094,6552,34,0,0,0,242,790,948,596,3441,3134,2841
-7.692596,53.288234,2020/10/30 00:00:00+00,772,61059,6,1908,2020/10/28 00:00:00+00,60070,4476,566,10663,6494,45,34,139,281,358,584,676,28159,31906,5,1335,3245,10406,10251,9446,9213,6633,35,0,0,0,243,800,956,601,3493,3158,2868
-7.692596,53.288234,2020/10/31 00:00:00+00,416,61456,5,1913,2020/10/29 00:00:00+00,60824,4511,570,10705,6584,45,34,140,286,363,588,677,28517,32302,5,1375,3330,10550,10353,9562,9323,6715,35,0,0,0,244,808,964,604,3538,3174,2882
-7.692596,53.288234,2020/11/01 00:00:00+00,552,62002,2,1915,2020/10/30 00:00:00+00,61223,4530,572,10735,6678,45,35,142,287,364,589,680,28693,32525,5,1388,3368,10636,10419,9616,9383,6756,34,0,0,0,245,813,968,605,3564,3186,2885
-7.692596,53.288234,2020/11/02 00:00:00+00,767,62750,2,1917,2020/10/31 00:00:00+00,61761,4549,574,10766,6703,46,37,142,288,364,592,682,28961,32793,7,1416,3454,10726,10481,9691,9461,6810,35,0,0,0,246,817,971,608,3597,3209,2894
-7.692596,53.288234,2020/11/03 00:00:00+00,322,63048,5,1922,2020/11/01 00:00:00+00,62508,4569,577,10766,6708,47,38,144,289,367,592,686,29305,33196,7,1451,3540,10871,10606,9813,9570,6869,33,0,0,0,247,820,976,608,3629,3233,2904
-7.692596,53.288234,2020/11/04 00:00:00+00,444,63483,8,1930,2020/11/02 00:00:00+00,62818,4591,580,10766,6850,47,39,145,289,369,595,688,29450,33361,7,1468,3576,10912,10657,9869,9605,6896,37,0,0,0,248,826,982,609,3649,3250,2912
-7.692596,53.288234,2020/11/05 00:00:00+00,591,64046,3,1933,2020/11/03 00:00:00+00,63260,4627,584,10766,6945,48,39,148,289,370,598,693,29656,33597,7,1494,3622,10970,10735,9928,9665,6951,37,0,0,0,249,832,993,615,3673,3269,2929
-7.692596,53.288234,2020/11/06 00:00:00+00,449,64538,8,1940,2020/11/04 00:00:00+00,63840,4676,588,10766,7071,49,40,149,294,371,604,695,29933,33900,7,1514,3664,11055,10839,10019,9757,7004,38,0,0,0,250,846,1006,620,3714,3300,2950
-7.692596,53.288234,2020/11/07 00:00:00+00,335,64855,5,1945,2020/11/05 00:00:00+00,64333,4700,591,10766,7138,49,40,149,296,373,607,698,30179,34146,8,1535,3715,11147,10936,10091,9821,7039,32,0,0,0,251,850,1015,621,3740,3322,2963
-7.692596,53.288234,2020/11/08 00:00:00+00,542,65394,2,1947,2020/11/06 00:00:00+00,64664,4729,594,10766,7241,49,40,150,299,377,608,705,30335,34321,8,1544,3757,11194,10985,10156,9871,7076,37,0,0,0,252,857,1019,623,3760,3331,2966
-7.692596,53.288234,2020/11/09 00:00:00+00,270,65659,1,1948,2020/11/07 00:00:00+00,65183,4764,595,10766,7266,49,40,150,302,380,612,706,30607,34568,8,1566,3803,11289,11076,10236,9946,7120,35,0,0,0,253,861,1028,634,3790,3351,2982
-7.692596,53.288234,2020/11/10 00:00:00+00,270,65889,16,1963,2020/11/08 00:00:00+00,65447,4775,597,10766,7313,49,41,151,302,382,613,708,30748,34691,8,1571,3842,11347,11113,10279,9981,7145,34,0,0,0,254,862,1029,636,3806,3354,2985
-7.692596,53.288234,2020/11/11 00:00:00+00,362,66247,2,1965,2020/11/09 00:00:00+00,65714,4824,602,10766,7412,50,41,153,304,385,618,712,30870,34836,8,1581,3858,11392,11152,10320,10018,7166,41,0,0,0,255,878,1041,640,3835,3371,2997
-7.692596,53.288234,2020/11/12 00:00:00+00,395,66632,1,1965,2020/11/10 00:00:00+00,66073,4862,602,10766,7748,51,41,154,304,386,621,715,31055,35010,8,1594,3887,11455,11201,10365,10090,7201,41,0,0,0,256,887,1052,649,3854,3390,3012
-7.692596,53.288234,2020/11/13 00:00:00+00,482,67099,7,1972,2020/11/11 00:00:00+00,66464,4907,606,10766,7955,51,43,156,306,386,628,719,31252,35204,8,1609,3922,11542,11259,10424,10137,7232,34,0,0,0,257,895,1063,658,3874,3407,3034
-7.692596,53.288234,2020/11/14 00:00:00+00,456,67526,6,1978,2020/11/12 00:00:00+00,66941,4928,609,10766,8110,51,43,156,307,388,631,721,31486,35447,8,1642,3967,11618,11339,10483,10204,7281,35,0,0,0,258,897,1074,658,3892,3440,3051
-7.692596,53.288234,2020/11/15 00:00:00+00,378,67903,1,1979,2020/11/13 00:00:00+00,67396,4950,610,10766,8235,51,44,157,307,390,633,723,31696,35692,8,1659,4025,11704,11417,10559,10258,7327,33,0,0,0,259,900,1081,662,3906,3456,3061
-7.692596,53.288234,2020/11/16 00:00:00+00,456,68356,5,1984,2020/11/14 00:00:00+00,67766,4977,613,10766,8311,51,44,159,308,392,635,727,31880,35878,8,1669,4065,11756,11479,10628,10308,7363,38,0,0,0,260,907,1086,666,3935,3468,3071
-7.692596,53.288234,2020/11/17 00:00:00+00,366,68686,11,1995,2020/11/15 00:00:00+00,68216,4996,614,10766,8398,51,44,160,308,393,637,728,32076,36132,8,1698,4105,11846,11554,10704,10375,7395,33,0,0,0,261,909,1094,670,3949,3482,3084
-7.692596,53.288234,2020/11/18 00:00:00+00,379,69058,12,2006,2020/11/16 00:00:00+00,68576,5032,616,10766,8461,52,44,162,310,396,641,735,32241,36327,8,1718,4142,11900,11606,10760,10432,7428,38,0,0,0,262,915,1100,675,3971,3494,3101
-7.692596,53.288234,2020/11/19 00:00:00+00,429,69473,4,2010,2020/11/17 00:00:00+00,68957,5060,617,10766,8530,52,44,165,314,397,645,736,32416,36533,8,1732,4187,11970,11664,10821,10496,7464,36,0,0,0,263,921,1107,677,3989,3503,3107
-7.692596,53.288234,2020/11/20 00:00:00+00,330,69802,8,2018,2020/11/18 00:00:00+00,69376,5102,619,10766,8708,53,44,170,317,399,652,738,32606,36761,9,1749,4219,12066,11733,10896,10545,7495,34,0,0,0,264,925,1118,684,4011,3522,3116
-7.692596,53.288234,2020/11/21 00:00:00+00,344,70143,4,2022,2020/11/19 00:00:00+00,69706,5134,621,10766,8873,53,45,170,318,403,653,741,32780,36917,9,1757,4263,12121,11782,10952,10586,7523,37,0,0,0,265,934,1125,690,4028,3540,3129
-7.692596,53.288234,2020/11/22 00:00:00+00,318,70461,1,2023,2020/11/20 00:00:00+00,70040,5147,621,10766,9043,53,45,170,320,404,654,742,32929,37102,9,1772,4306,12192,11836,11003,10633,7543,32,0,0,0,266,934,1129,694,4044,3551,3135
-7.692596,53.288234,2020/11/23 00:00:00+00,252,70711,0,2022,2020/11/21 00:00:00+00,70346,5160,621,10766,9062,53,45,171,320,406,655,744,33080,37257,9,1784,4346,12285,11877,11042,10662,7571,28,0,0,0,267,936,1133,695,4058,3557,3139
-7.692596,53.288234,2020/11/24 00:00:00+00,226,70930,6,2028,2020/11/22 00:00:00+00,70595,5169,622,10766,9096,53,45,171,320,407,655,746,33203,37383,9,1795,4377,12337,11908,11078,10701,7591,34,0,0,0,268,937,1137,696,4072,3567,3144
-7.692596,53.288234,2020/11/25 00:00:00+00,269,71187,6,2033,2020/11/23 00:00:00+00,70821,5210,626,10766,9134,53,45,171,320,409,659,750,33320,37492,9,1798,4393,12378,11942,11110,10730,7615,41,0,0,0,269,942,1153,706,4082,3593,3155
-7.692596,53.288234,2020/11/26 00:00:00+00,335,71494,3,2036,2020/11/24 00:00:00+00,71077,5233,629,10766,9197,53,45,171,322,410,659,753,33437,37631,9,1803,4432,12425,11976,11149,10762,7642,35,0,0,0,270,949,1158,711,4101,3602,3160
-7.692596,53.288234,2020/11/27 00:00:00+00,206,71699,7,2043,2020/11/25 00:00:00+00,71409,5251,629,10766,9345,53,45,172,323,410,661,756,33598,37802,9,1816,4467,12488,12030,11194,10818,7670,35,0,0,0,271,952,1162,715,4116,3613,3171
-7.692596,53.288234,2020/11/28 00:00:00+00,243,71942,7,2050,2020/11/26 00:00:00+00,71610,5262,632,10766,9378,53,45,173,323,412,663,758,33696,37905,9,1828,4492,12534,12051,11225,10851,7685,34,0,0,0,272,953,1163,717,4124,3618,3176
-7.692596,53.288234,2020/11/29 00:00:00+00,299,72241,2,2052,2020/11/27 00:00:00+00,71847,5280,632,10766,9393,53,45,174,325,413,666,761,33831,38007,9,1845,4518,12583,12085,11268,10875,7698,32,0,0,0,273,955,1168,718,4133,3631,3185
-7.692596,53.288234,2020/11/30 00:00:00+00,306,72544,1,2053,2020/11/28 00:00:00+00,72143,5305,633,10766,9400,53,46,175,329,416,667,762,33987,38147,9,1861,4559,12626,12134,11319,10910,7726,34,0,0,0,274,963,1173,719,4148,3645,3189
-7.692596,53.288234,2020/12/01 00:00:00+00,269,72798,18,2069,2020/11/29 00:00:00+00,72445,5314,633,10766,9411,53,46,175,329,416,668,763,34142,38294,9,1870,4592,12678,12186,11374,10953,7750,35,0,0,0,275,965,1177,720,4162,3657,3197
-7.692596,53.288234,2020/12/02 00:00:00+00,270,73066,5,2074,2020/11/30 00:00:00+00,72714,5335,633,10766,9538,53,46,175,332,417,673,764,34275,38430,9,1884,4620,12732,12219,11420,10992,7771,35,0,0,0,276,967,1180,726,4174,3670,3206
-7.692596,53.288234,2020/12/03 00:00:00+00,183,73228,6,2080,2020/12/01 00:00:00+00,72981,5365,638,10766,9606,53,46,176,333,419,677,768,34413,38559,9,1894,4654,12777,12252,11468,11026,7797,37,0,0,0,277,974,1187,730,4188,3686,3213
-7.692596,53.288234,2020/12/04 00:00:00+00,265,73491,6,2086,2020/12/02 00:00:00+00,73162,5388,641,10766,9640,53,46,176,335,420,679,774,34494,38659,9,1900,4675,12807,12283,11490,11049,7818,36,0,0,0,278,978,1194,731,4198,3695,3221
-7.692596,53.288234,2020/12/05 00:00:00+00,456,73948,13,2099,2020/12/03 00:00:00+00,73426,5396,643,10766,9700,54,46,176,336,420,681,775,34628,38789,9,1911,4719,12846,12330,11526,11087,7839,33,0,0,0,279,979,1195,732,4210,3705,3227
-7.692596,53.288234,2020/12/06 00:00:00+00,301,74246,0,2099,2020/12/04 00:00:00+00,73871,5435,644,10766,9722,54,46,176,339,421,685,779,34845,39017,9,1927,4767,12902,12412,11587,11147,7886,38,0,0,0,280,991,1203,739,4240,3729,3248
-7.692596,53.288234,2020/12/07 00:00:00+00,242,74468,0,2099,2020/12/05 00:00:00+00,74169,5447,645,10766,9746,54,47,177,339,421,685,779,34978,39182,9,1956,4819,12936,12456,11620,11186,7908,32,0,0,0,281,996,1204,743,4261,3735,3266
-7.692596,53.288234,2020/12/08 00:00:00+00,215,74682,1,2097,2020/12/06 00:00:00+00,74410,5458,646,10766,9824,54,47,177,339,423,685,781,35090,39311,9,1970,4851,12964,12490,11663,11219,7931,37,0,0,0,282,999,1207,744,4276,3745,3275
-7.692596,53.288234,2020/12/09 00:00:00+00,227,74900,5,2102,2020/12/07 00:00:00+00,74621,5475,647,10766,9878,54,47,179,340,423,685,785,35183,39429,9,1976,4877,12992,12527,11695,11254,7957,36,0,0,0,283,1006,1208,746,4288,3748,3281
-7.692596,53.288234,2020/12/10 00:00:00+00,310,75203,15,2117,2020/12/08 00:00:00+00,74841,5491,650,10766,9983,54,48,180,340,424,685,787,35278,39554,9,1985,4902,13027,12560,11733,11287,7976,37,0,0,0,284,1013,1211,747,4303,3754,3288
-7.692596,53.288234,2020/12/11 00:00:00+00,313,75507,3,2120,2020/12/09 00:00:00+00,75150,5510,652,10766,10048,55,48,181,342,425,687,793,35440,39701,9,1996,4943,13066,12608,11780,11332,8024,39,0,0,0,285,1017,1213,747,4320,3763,3292
-7.692596,53.288234,2020/12/12 00:00:00+00,247,75756,3,2123,2020/12/10 00:00:00+00,75462,5530,652,10766,10090,55,48,184,343,426,691,793,35584,39869,9,2010,4972,13121,12666,11834,11385,8046,34,0,0,0,286,1020,1218,750,4330,3773,3299
-7.692596,53.288234,2020/12/13 00:00:00+00,429,76185,1,2124,2020/12/11 00:00:00+00,75705,5543,653,10766,10117,55,48,185,344,426,693,795,35707,39989,9,2020,5003,13155,12715,11872,11425,8065,33,0,0,0,287,1022,1221,752,4337,3785,3302
-7.692596,53.288234,2020/12/14 00:00:00+00,264,76449,2,2126,2020/12/12 00:00:00+00,76131,5561,655,10766,10150,55,48,185,346,427,699,800,35903,40219,9,2038,5061,13229,12788,11931,11493,8098,34,0,0,0,288,1023,1222,754,4354,3801,3312
-7.692596,53.288234,2020/12/15 00:00:00+00,329,76776,8,2134,2020/12/13 00:00:00+00,76394,5571,657,10766,10180,55,48,186,346,429,700,801,36032,40353,9,2040,5100,13274,12826,11979,11525,8119,36,0,0,0,289,1024,1224,756,4367,3814,3324
-7.692596,53.288234,2020/12/16 00:00:00+00,431,77197,6,2140,2020/12/14 00:00:00+00,76723,5606,658,10766,10207,55,48,187,349,434,701,808,36194,40520,9,2045,5138,13336,12872,12038,11564,8158,37,0,0,0,290,1029,1235,758,4380,3832,3334
-7.692596,53.288234,2020/12/17 00:00:00+00,484,77678,3,2143,2020/12/15 00:00:00+00,77150,5626,661,10766,10245,55,48,188,349,436,701,811,36375,40766,9,2063,5196,13399,12938,12117,11628,8206,35,0,0,0,291,1034,1241,761,4394,3845,3338
-7.692596,53.288234,2020/12/18 00:00:00+00,582,78254,6,2149,2020/12/16 00:00:00+00,77632,5667,667,10766,10288,55,50,189,352,437,705,818,36620,41003,9,2081,5234,13472,13026,12185,11707,8269,37,0,0,0,292,1038,1254,767,4421,3865,3346
-7.692596,53.288234,2020/12/19 00:00:00+00,527,78776,5,2154,2020/12/17 00:00:00+00,78211,5688,669,10766,10339,55,50,191,354,437,708,820,36931,41271,9,2100,5280,13544,13153,12269,11779,8347,38,0,0,0,293,1044,1258,769,4457,3889,3367
-7.692596,53.288234,2020/12/20 00:00:00+00,764,79542,4,2158,2020/12/18 00:00:00+00,78739,5708,671,10766,10391,55,51,192,355,437,714,823,37202,41528,9,2123,5339,13615,13250,12364,11862,8405,36,0,0,0,294,1046,1262,771,4480,3902,3373
-7.692596,53.288234,2020/12/21 00:00:00+00,727,80267,0,2158,2020/12/19 00:00:00+00,79498,5737,677,10766,10397,56,53,194,356,440,715,829,37605,41884,9,2155,5410,13775,13368,12497,11964,8481,34,0,0,0,295,1050,1269,773,4519,3922,3381
-7.692596,53.288234,2020/12/22 00:00:00+00,970,81228,13,2171,2020/12/20 00:00:00+00,80224,5776,678,10766,10412,56,53,198,357,443,719,832,37963,42252,9,2188,5479,13873,13502,12611,12071,8563,36,0,0,0,296,1060,1279,777,4560,3950,3401
-7.692596,53.288234,2020/12/23 00:00:00+00,938,82155,13,2184,2020/12/21 00:00:00+00,81190,5816,679,10766,10471,56,53,200,358,447,723,838,38432,42749,9,2237,5569,14022,13663,12783,12211,8665,37,0,0,0,297,1065,1290,784,4608,3982,3424
-7.692596,53.288234,2020/12/24 00:00:00+00,922,83073,8,2192,2020/12/22 00:00:00+00,82125,5845,682,10766,10509,56,53,202,359,450,725,841,38848,43268,9,2267,5638,14212,13820,12945,12341,8771,36,0,0,0,298,1073,1293,791,4656,4007,3442
-7.692596,53.288234,2020/12/25 00:00:00+00,1025,84098,2,2194,2020/12/23 00:00:00+00,83043,5882,689,10766,10557,56,54,205,363,453,730,846,39288,43746,9,2305,5709,14404,13995,13089,12471,8861,33,0,0,0,299,1075,1303,795,4700,4033,3450
-7.692596,53.288234,2020/12/26 00:00:00+00,1296,85394,6,2200,2020/12/24 00:00:00+00,84060,5925,695,10766,10599,56,56,207,366,457,733,852,39798,44253,9,2343,5787,14599,14188,13267,12603,8966,35,0,0,0,300,1081,1312,803,4752,4060,3469
-7.692596,53.288234,2020/12/27 00:00:00+00,744,86129,4,2204,2020/12/25 00:00:00+00,85352,5966,702,10766,10599,57,57,209,371,461,736,859,40461,44881,10,2378,5885,14889,14448,13435,12779,9121,33,0,0,0,301,1087,1318,809,4807,4091,3493
-7.692596,53.288234,2020/12/28 00:00:00+00,765,86894,1,2205,2020/12/26 00:00:00+00,86094,6005,704,10766,10610,57,57,210,376,463,740,861,40848,45236,10,2395,5926,15030,14621,13541,12877,9199,34,0,0,0,302,1093,1333,813,4851,4124,3504
-7.692596,53.288234,2020/12/29 00:00:00+00,1546,88439,9,2213,2020/12/27 00:00:00+00,86856,6029,706,10766,10615,58,58,211,378,463,742,862,41249,45596,11,2429,5970,15185,14789,13670,12965,9276,33,0,0,0,303,1097,1340,818,4886,4146,3514
-7.692596,53.288234,2020/12/30 00:00:00+00,1720,90159,13,2226,2020/12/28 00:00:00+00,88401,6081,712,10766,10623,59,60,211,380,467,748,867,42007,46383,11,2468,6083,15502,15114,13889,13172,9443,34,0,0,0,304,1110,1354,823,4977,4191,3536
-7.692596,53.288234,2020/12/31 00:00:00+00,1620,91779,12,2237,2020/12/29 00:00:00+00,90121,6159,717,10766,10648,60,62,214,389,470,755,880,42864,47246,11,2507,6172,15899,15456,14158,13416,9632,34,0,0,0,305,1121,1367,839,5062,4227,3566
-7.692596,53.288234,2021/01/01 00:00:00+00,1754,93532,11,2248,2020/12/30 00:00:00+00,91727,6231,728,10766,10695,60,62,217,397,475,760,888,43657,48057,13,2539,6248,16271,15807,14376,13641,9809,34,0,0,0,306,1136,1381,853,5144,4268,3598
-7.692596,53.288234,2021/01/02 00:00:00+00,3394,96926,4,2252,2020/12/31 00:00:00+00,93477,6320,734,10766,10736,60,64,227,403,485,772,899,44504,48960,13,2574,6337,16653,16174,14627,13877,10015,35,0,0,0,307,1151,1393,864,5246,4310,3638
-7.692596,53.288234,2021/01/03 00:00:00+00,4962,101887,7,2259,2021/01/01 00:00:00+00,96859,6403,744,10766,10760,62,65,230,405,493,784,908,46123,50722,14,2676,6525,17433,16784,15152,14359,10390,35,0,0,0,308,1169,1411,874,5424,4392,3698
-7.692596,53.288234,2021/01/04 00:00:00+00,6110,107997,6,2265,2021/01/02 00:00:00+00,101813,6524,760,10766,10762,64,66,231,407,504,807,932,48536,53263,14,2786,6812,18431,17776,15903,15100,10993,36,0,0,0,309,1187,1440,884,5714,4519,3752
-7.692596,53.288234,2021/01/05 00:00:00+00,5325,113322,17,2282,2021/01/03 00:00:00+00,107914,6710,779,10766,10770,68,67,239,420,525,828,961,51445,56455,14,2924,7154,19569,19059,16846,15977,11809,36,0,0,0,310,1217,1480,903,6042,4676,3831
-7.692596,53.288234,2021/01/06 00:00:00+00,7836,121154,17,2299,2021/01/04 00:00:00+00,113217,6838,794,10766,10814,69,67,246,430,536,840,977,53988,59215,14,3043,7473,20618,20109,17672,16746,12478,36,0,0,0,311,1240,1511,920,6325,4824,3902
-7.692596,53.288234,2021/01/07 00:00:00+00,6521,127657,10,2307,2021/01/05 00:00:00+00,121016,7043,825,10766,10858,71,67,251,447,549,864,1009,57722,63279,15,3192,7875,22133,21717,18930,17907,13450,36,0,0,0,312,1280,1554,949,6714,5046,4025
-7.692596,53.288234,2021/01/08 00:00:00+00,8248,135884,20,2327,2021/01/06 00:00:00+00,127519,7283,849,10766,10912,76,71,266,463,566,891,1040,60789,66715,15,3323,8183,23358,23013,20031,18897,14281,37,0,0,0,313,1332,1588,988,7061,5203,4142
-7.692596,53.288234,2021/01/09 00:00:00+00,4842,140727,9,2336,2021/01/07 00:00:00+00,135756,7569,886,10766,10963,80,71,277,486,591,917,1088,64642,71099,15,3463,8559,24909,24628,21417,20190,15311,38,0,0,0,314,1388,1638,1031,7539,5440,4273
